id,nomb_ue,razon_soc,cod_scian,nom_activ,pers_ocup,tipo_vial,nomb_vial,tipo_evial,nom_evial,tip_evial2,nom_evial2,tip_evial3,nom_evial3,num_ext,letra_ext,edificio,edif_piso,num_int,letra_int,tipo_asent,nomb_asent,tipo_cc,c_ind_cc,num_local,cp,cve_ent,ent_fed,cve_mun,mun,cve_loc,loc,ageb,mza,tel,e_mail,web_site,tipo_estab,lat,lon,fecha_denu
2249992,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,24,CALLE,AVENIDA 2,AVENIDA,1,CALLE,25,27,,,,,,COLONIA,CAMPESTRE GUADALUPANA,,,,57120,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl,012A,24,,,,Fijo,19.48121519,-99.05761768,2014-12
2365987,VENTA DE MIEL 100 PURA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,FRANCISCO VILLA,CALLE,PONIENTE 8,CALLE,PONIENTE 9,CALLE,PONIENTE 8,,SN,,,,,COLONIA,SANTIAGO,,,,56615,15,MÉXICO                      ,122,Valle de Chalco Solidaridad,1,Xico,391,39,,,,Fijo,19.30074886,-98.94628412,2014-12
2093311,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ESTADO DE ZACATECAS,CALLE,ESTADO DE MICHOACAN,CALLE,ESTADO DE AGUASCALIENTES,CALLE,GUSTAVO BAZ PRADA,,SN,,,,,COLONIA,SAN MATEO TECALCO,,,,55748,15,MÉXICO                      ,81,Tecámac,25,San Martín Azcatepec,255,11,,,,Fijo,19.68392177,-98.9650116,2010-07
8584948,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,PALO SOLO,CALLE,ACUEDUCTO,PRIVADA,MONTEBELLO,CALLE,ACUEDUCTO,,SN,,,,,COLONIA,DEL RELOJ,,,,52778,15,MÉXICO                      ,37,Huixquilucan,71,Naucalpan de Juárez,308,26,,,,Fijo,19.41701387,-99.26932513,2019-11
7157273,VENTA DE MIEL DE ABEJA 100 NATURAL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,INDUSTRIA ELECTRICA DE MEXICO,CALLE,VIDRIERA DE LOS REYES,CALLE,DEUTZ HERMANOS,CALLE,LA CONSOLIDADA,70,,,,0,,COLONIA,VISTA HERMOSA,,,,54080,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla,919,2,,,,Fijo,19.51466328,-99.22271128,2019-11
7487295,VENTA DE MIEL DE EBEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MIGUEL HIDALGO,CALLE,5 DE MAYO,CALLE,LERDO DE TEJADA,CALLE,LIBRAMIENTO,0,SN,,,0,,COLONIA,CENTRO,,,,51000,15,MÉXICO                      ,111,Villa de Allende,1,San José Villa de Allende,59,5,,,,Fijo,19.37457647,-100.1493152,2019-11
7848785,VENTA DE MIEL LA CABAÑITA DE SANTOS,,461190,Comercio al por menor de otros alimentos,6 a 10 personas,CALLE,FEDERAL MEXICO-TEXCOCO,CALLE,NOGAL,CALLE,IGNACIO MANUEL ALTAMIRANO,CERRADA,NINGUNO,22,.5KM,,,,,COLONIA,TECAMACHALCO,,,,56525,15,MÉXICO                      ,70,La Paz,5,La Magdalena Atlicpac,957,15,,,,Fijo,19.36651032,-98.94896395,2019-11
8848285,VENTA DE MIEL ORGANICA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,TENANCINGO,CALLE,TIANGUISTENCO,CALLE,ATLACOMULCO,CALLE,TEXCOCO,814,,,,,,COLONIA,ELECTRICISTAS LOCALES,,,,50040,15,MÉXICO                      ,106,Toluca,1,Toluca de Lerdo,042A,5,,,,Fijo,19.29217233,-99.67078189,2019-11
8770118,VENTA DE MIEL PURA DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,RAUL ANGUIANO,CALLE,ÁLAMOS,CALLE,MANZANOS,CALLE,MANZANOS,21,,,,,,CONJUNTO HABITACIONAL,EMILIANO ZAPATA ISSSTE,,,,56230,15,MÉXICO                      ,99,Texcoco,46,Unidad Habitacional Emiliano Zapata-ISSSTE,1667,1,,,,Fijo,19.48954301,-98.86823453,2019-11
7488151,VENTA DE MIEL PURA DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PROGRESO,CALLE,CUAUHTEMOC PONIENTE,CALLE,BENITO JUAREZ,CALLE,ABASOLO SUR,105,,,,,,COLONIA,BARRIO EL HUERTO,,,,52400,15,MÉXICO                      ,88,Tenancingo,1,Tenancingo de Degollado,78,13,,JORGE.MAXIMO.AGUILAR1@GMAIL.COM,,Fijo,18.95862731,-99.59597913,2019-11
7488083,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JOSE VICENTE VILLADA,CALLE,LICENCIADO ADOLFO LOPEZ MATEOS,CALLE,DOLORES,CALLE,VENUSTIANO CARRANZA,8,,,,,,BARRIO,SAN FELIPE,,,,51950,15,MÉXICO                      ,107,Tonatico,1,Tonatico,56,2,,,,Fijo,18.80261763,-99.66969181,2019-11
7531549,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CIENCIAS,CALLE,MATEMATICAS,AVENIDA,PANTITLAN,CALLE,FRANCISCO I. MADERO,53,,,,,,COLONIA,LAS PALMAS,,,,57460,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl,1147,19,,,,Fijo,19.407315,-99.04745002,2019-11
2353269,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,VICENTE GUERRERO,CALLE,HEROES,CALLE,IGNACIO ALLENDE,CALLE,IGNACIO ZARAGOZA,51,L,,,,,PUEBLO,SAN SEBASTIAN CHIMALPA,,,,56520,15,MÉXICO                      ,70,La Paz,8,San Sebastián Chimalpa,976,16,,,,Fijo,19.38255092,-98.95649894,2014-12
2364700,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,AVENIDA DEL PIPILA,AVENIDA,MARIANO MATAMOROS,CALLE,ANDRES QUINTANA ROO,CALLE,LEONA VICARIO,,SN,,,,,COLONIA,DARÍO MARTÍNEZ II SECCION,,,,56618,15,MÉXICO                      ,122,Valle de Chalco Solidaridad,1,Xico,089A,14,,,,Fijo,19.31726971,-98.9499968,2014-12
2445398,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,GUSTAVO BAZ PRADA,CALLE,CALLE DE LAS GLADIOLAS,CALLE,BUGAMBILIAS,CALLE,SENDERO,,SN,,,,,LOCALIDAD,SANTA ANA JILOTZINGO,,,,52080,15,MÉXICO                      ,67,Otzolotepec,14,Santa Ana Jilotzingo,148,7,,,,Fijo,19.4469527,-99.48834324,2014-12
2397065,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SALVADOR SANCHEZ COLIN,CALLE,NINGUNO,CALLE,ADOLFO LOPEZ MATEOS,BOULEVARD,SOLIDARIDAD LAS TORRES (BOULEVARD LÁZARO CÁRDENAS),150,,,,,,COLONIA,GUADALUPE SAN BUENAVENTURA,,,,50110,15,MÉXICO                      ,106,Toluca,64,San Buenaventura,4954,10,,,,Fijo,19.27524286,-99.6848861,2014-12
8452537,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,NEZAHUALPILLI,CALLE,MARIANO DE ABASOLO,AVENIDA,JUAREZ,CALLE,FRANCISCO I. MADERO,209,,,,,,COLONIA,LAS PALMAS,,,,57440,15,MÉXICO                      ,58,Nezahualcóyotl,1,Ciudad Nezahualcóyotl,1170,25,,,,Fijo,19.40493473,-99.04862219,2019-11
7848434,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,PUEBLA,CALLE,ESTACION,CALLE,FRANCISCO RAYON,AVENIDA,TEXCOCO,,SN,,,,,COLONIA,LOS REYES ACAQUILPAN CENTRO,,,,56400,15,MÉXICO                      ,70,La Paz,1,Los Reyes Acaquilpan,004A,21,,,,Fijo,19.35941778,-98.97495903,2019-11
7880704,VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,ANDADOR,MIGUEL HIDALGO,CALLE,ADOLFO LOPEZ MATEOS,CALLE,GUSTAVO BAZ,86,,,,,,COLONIA,STA MARIA TLAYAMPA,,,,54010,15,MÉXICO                      ,104,Tlalnepantla de Baz,1,Tlalnepantla,69,19,,,,Fijo,19.57072763,-99.18995514,2019-11
6928019,VENTA DE MIEL SORIANO,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CERRADA,CERRADA DE LAS CULTURAS,CALLE,CALLE DEL FRESNO,CALLE,NACIONAL,CALLE,NACIONAL,5,A,,,,,BARRIO,SANTA CATARINA,,,,56990,15,MÉXICO                      ,34,Ecatzingo,1,Ecatzingo de Hidalgo,81,50,5549026354,,,Fijo,18.96091775,-98.75186912,2019-11
2368435,VENTA DE MIEL Y PANALES,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,PONIENTE 10,CALLE,SUR 21,CALLE,SUR 22,CALLE,PONIENTE 11,2,MANZANA 104 LOTE 2,,,0,,COLONIA,SAN MIGUEL XICO I,,,,56613,15,MÉXICO                      ,122,Valle de Chalco Solidaridad,1,Xico,372,19,,,,Fijo,19.26805442,-98.95269575,2014-12
2338357,VENTA DE MIEL Y PRODUCTOS DERIVADOS DE MIEL PURA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CORREGIDORA,CALLE,CANOAS,CALLE,CORREGIDORA,PRIVADA,NINGUNO,0,SN,,,0,,BARRIO,SAN PEDRO PARTE BAJA,,,,56334,15,MÉXICO                      ,31,Chimalhuacán,1,Chimalhuacán,1389,17,,,,Fijo,19.42138342,-98.9407548,2014-12
6925154,VENTA DE MIEL Y PROPOLEO,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,MIGUEL ALEMAN,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,21 DE MARZO,CALLE,LÓPEZ PORTILLO,11,,,,,,COLONIA,BENITO JUAREZ  XALOSTOC NORTE,,,,55308,15,MÉXICO                      ,33,Ecatepec de Morelos,1,Ecatepec de Morelos,224A,8,,,,Fijo,19.54844812,-99.08153104,2019-11
8547901,VENTA DE MIEL Y SUS DERIVADOS,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CARLOS ESTRADA SUR,CALLE,GUERRERO PONIENTE,CALLE,CUAUHTEMOC PONIENTE,CALLE,ALDAMA SUR,316,,,,,,COLONIA,BARRIO EL HUERTO,,,,52400,15,MÉXICO                      ,88,Tenancingo,1,Tenancingo de Degollado,78,4,,,,Fijo,18.95911509,-99.59418533,2019-11
2402950,VENTA DE VERDURAS QUESO Y MIEL,,461130,Comercio al por menor de frutas y verduras frescas,0 a 5 personas,CALLE,AGUSTIN MELGAR,CALLE,NIÑOS HEROES,CALLE,NICOLAS ROMERO,CALLE,20 DE NOVIEMBRE,,SN,,,,,COLONIA,NICOLAS ROMERO CENTRO,,,,54400,15,MÉXICO                      ,60,Nicolás Romero,1,Ciudad Nicolás Romero,537,13,,,,Semifijo,19.62545358,-99.31480961,2010-07
2620653,MIEL DE ABEJA DON JUAN,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,ARTICULO 27 CONSTITUCIONAL,CALLE,VEINTE DE NOVIEMBRE,CALLE,VENUSTIANO CARRANZA,CALLE,VEINTE DE NOVIEMBRE,109,,,,,,COLONIA,LA ANGOSTURA,,,,58610,16,MICHOACÁN DE OCAMPO       ,107,Zacapu,1,Zacapu,116,2,,,,Fijo,19.82898298,-101.7873928,2014-12
7567028,MIEL PURA LOMBARDIA,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,20 DE NOVIEMBRE,CALLE,CERRADA DE ALLENDE,CALLE,NIÑOS HEROES,CALLE,DANTE CUSSI,198,,,,0,,COLONIA,CENTRO,,,,61760,16,MICHOACÁN DE OCAMPO       ,33,Gabriel Zamora,1,Lombardía,89,1,4251271451,,,Fijo,19.16041996,-102.0565093,2019-11
7599178,PROCESAMIENTO DE MIEL DE AVEJA SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,PRIVADA,NARCISO MENDOZA,CALLE,SONORA,CALLE,CAMINO REAL,CALLE,CAMINO REAL,0,SN,,,0,,COLONIA,CENTRO,,,,59791,16,MICHOACÁN DE OCAMPO       ,25,Chilchota,3,Carapan,180,8,,,,Fijo,19.86206612,-102.0369266,2019-11
7059762,PRODUCCION Y VENTA DE MIEL SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,BOULEVARD,SUPREMA JUNTA NACIONAL AMERICANA,CALLE,VICENTE GUERRERO,PRIVADA,NINGUNO,BOULEVARD,SUPREMA JUNTA NACIONAL AMERICANA,,SN,,,,,LOCALIDAD,COATEPEC DE MORELOS,,,,61512,16,MICHOACÁN DE OCAMPO       ,112,Zitácuaro,1,Heróica Zitácuaro,347,45,,,,Fijo,19.42648562,-100.3801951,2019-11
2664304,VENTA DE MIEL,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,JOSE MARIA PINO SUAREZ,CALLE,ARTICULO 123 DE LA CONSTITUCION,CALLE,ARTICULO 127 DE LA CONSTITUCION,CALLE,AQUILES SERDÁN,,SN,,,,,COLONIA,CENTRO,,,,61760,16,MICHOACÁN DE OCAMPO       ,55,Múgica,1,Nueva Italia de Ruiz,372,12,,,,Fijo,19.02111892,-102.0967769,2014-12
8465347,VENTA DE MIEL,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,PLAN DE AYALA,CALLE,NATALIO VAZQUEZ PALLARES,CALLE,ELIAS PEREZ ÁVALOS,CALLE,ELÍAS PÉREZ ÁVALOS,146,,,,,,COLONIA,INDEPENDENCIA,,,,60521,16,MICHOACÁN DE OCAMPO       ,12,Buenavista,15,Felipe Carrillo Puerto (La Ruana),159,39,,,,Fijo,19.16961282,-102.7043708,2019-11
2678777,VENTA DE MIEL DE ABEJA,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,ALLENDE,CALLE,16 DE SEPTIEMBRE,CALLE,FRANCISCO INDALECIO MADERO,CALLE,INDEPENDENCIA,0,SN,,,0,,COLONIA,CENTRO,,,,59551,16,MICHOACÁN DE OCAMPO       ,104,Villamar,12,Emiliano Zapata,148,34,,,,Fijo,19.99339006,-102.6144745,2010-07
8732888,VENTA DE MIEL PURA DE ABEJA,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,JOSE MARIA L. BARQUERA,PRIVADA,ROSA MARTINEZ,CALLE,BELISARIO DOMINGUEZ,CALLE,GENERAL ROSALÍO MARTÍNEZ,347,,,,,,COLONIA,LA PRADERA,,,,60639,16,MICHOACÁN DE OCAMPO       ,6,Apatzingán,1,Apatzingán de la Constitución,471,21,,,,Fijo,19.10960587,-102.3554099,2019-11
2740220,VENTA DE MIEL SIN NOMBRE,,311999,Elaboración de otros alimentos,0 a 5 personas,CALLE,JOSE MARIA PINO SUAREZ,CALLE,ARTICULO 123 DE LA CONSTITUCION,CALLE,ARTICULO 127 DE LA CONSTITUCION,CALLE,AQUILES SERDÁN,144,,,,,,COLONIA,CENTRO,,,,61760,16,MICHOACÁN DE OCAMPO       ,55,Múgica,1,Nueva Italia de Ruiz,372,12,,,,Fijo,19.02070657,-102.0969868,2010-07
7504965,CENTRO APICOLA DE URUAPAN,,431194,Comercio al por mayor de miel,0 a 5 personas,CALLE,CISNE,CALLE,REPUBLICA DE ECUADOR,CALLE,REPUBLICA DE CHILE,CALLE,ECUADOR,114,,,,,,COLONIA,COLORIN,,,,60120,16,MICHOACÁN DE OCAMPO       ,102,Uruapan,1,Uruapan,1527,32,,,,Fijo,19.4173145,-102.0370037,2019-11
2690324,COMPRA VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,FLOR DE LIS,CALLE,PARQUE NACIONAL DE URUAPAN,AVENIDA,PEDREGAL,CALLE,ESVANSONIA,57,,,,0,,COLONIA,EDUARDO RUIZ,,,,58149,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,1037,12,4431225880,,,Fijo,19.72050895,-101.2191457,2010-07
8607777,COMPRA Y VENTA DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,ANDADOR,TABASCO,CALLE,NARCISO,ANDADOR,NAYARIT,ANDADOR,FRANCISCO VILLA,,SN,,,,,COLONIA,5 DE MAYO,,,,60998,16,MICHOACÁN DE OCAMPO       ,52,Lázaro Cárdenas,137,La Orilla,103A,2,7531100596,,,Fijo,18.00377658,-102.2370413,2019-11
8946549,LA ABEJA REINA,COMERCIALIZADORA DE MIELES Y PRODUCTOS NATURALES SA DE CV,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,MORELOS,AVENIDA,LICENCIADO RAFAEL CARRILLO,CALLE,MELCHOR OCAMPO,AVENIDA,JUÁREZ SUR,15,,,,0,,COLONIA,CENTRO,,,,58930,16,MICHOACÁN DE OCAMPO       ,110,Zinapécuaro,1,Zinapécuaro de Figueroa,126,3,,,,Fijo,19.85889638,-100.8274548,2019-11
7432623,MIEL 100% DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,GLADIOLA,AVENIDA,GENERAL SANTOS DEGOLLADO,CALLE,ZINC,CALLE,ZINC,18,,,,0,,COLONIA,LAS MARGARITAS,,,,58160,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,861,28,,,,Fijo,19.71076193,-101.2061653,2019-11
6992227,MIEL DE ABEJA DE FLORES DE AGUACATE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,GRANATE,AVENIDA,DIAMANTE,AVENIDA,TURQUESA,CALLE,NINGUNO,139,,,,0,,FRACCIONAMIENTO,FRACC REAL HACIENDA,,,,58880,16,MICHOACÁN DE OCAMPO       ,88,Tarímbaro,114,Real Hacienda (Metrópolis),027A,47,4433775455,,,Fijo,19.75158085,-101.1950555,2019-11
2763577,MIEL DE ABEJA YERENA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ESTEBAN VACA CALDERON PONIENTE,CALLE,LICENCIADO JOSE MANUEL DE HERRERA,CALLE,DOCTOR JOSE MARIA COS,CALLE,DOCTOR JOSÉ MARÍA COS,28,,,,,,COLONIA,CENTRO,,,,60650,16,MICHOACÁN DE OCAMPO       ,6,Apatzingán,1,Apatzingán de la Constitución,683,34,,,,Fijo,19.08675912,-102.3562585,2010-07
2712541,MIEL LOPEZ,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JAVIER MINA,CALLE,VICENTE GUERRERO,CALLE,GENERAL MANUEL ÁVILA CAMACHO,CALLE,J. DE DIOS PORTO,143,,,,0,,COLONIA,ALAMEDA,,,,59180,16,MICHOACÁN DE OCAMPO       ,62,Pajacuarán,1,Pajacuarán,80,5,3531003501,,,Fijo,20.12039069,-102.5621638,2010-07
2740217,MIEL PADILLA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,ARTICULO 123 DE LA CONSTITUCION,CALLE,JOSE MARIA PINO SUAREZ,CALLE,AQUILES SERDAN,CALLE,AQUILES SERDÁN,255,,,,,,COLONIA,CENTRO,,,,61760,16,MICHOACÁN DE OCAMPO       ,55,Múgica,1,Nueva Italia de Ruiz,372,12,4255353322,,,Fijo,19.0213594,-102.0970233,2010-07
2595322,MIEL PURA DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,LERDO DE TEJADA,OTRO (ESPECIFIQUE),ARROYO,CALLE,JOSE MARIA MORELOS,CALLE,GENERAL LÁZARO CÁRDENAS,335,,,,,,COLONIA,SECTOR IV,,,,59750,16,MICHOACÁN DE OCAMPO       ,85,Tangancícuaro,1,Tangancícuaro de Arista,117,15,3515534138,,,Fijo,19.8832197,-102.2044437,2014-12
2627556,MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CONSTITUCION DE APATZINGAN,CALLE,LIBERALES INSURGENTES,CALLE,DECLARACION DE INDEPENDENCIA,CALLE,VIVERO INDECO,217,SN,,,,,COLONIA,LOMAS DEL VALLE,,,,58170,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,715,29,,,,Fijo,19.68459564,-101.231959,2014-12
2632418,PRODUCTOS DE MIEL DE ABEJA APIARIO SINSUNI,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,LICENCIADO ALBERTO ALVARADO,CALLE,PORTUGAL,CALLE,BELGICA,CALLE,PROFESOR JESÚS ROMERO FLORES,607,,,,,,COLONIA,VILLA UNIVERSIDAD,,,,58060,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,2088,11,,,,Fijo,19.68708183,-101.1991747,2010-07
8300385,PUESTO DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,TENIENTE CORONEL MIGUEL BALCAZAR,CALLE,RAFAEL BALLESTEROS,CALLE,CORONEL MANUEL INCLAN,CALLE,TENIENTE CORONEL JOSÉ D. BELLO,81,,,,,,COLONIA,UNIDOS SANTA CRUZ II,,,,58115,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,3090,8,,,,Fijo,19.72200846,-101.2167007,2019-11
8408266,PUESTO DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,EJE JOSE MARIA CAVADAS,CALLE,RIVA PALACIO,CALLE,PEDRO CHAVOLLA EJE NORTE,CALLE,NICOLÁS BRAVO,6,B,,,,,COLONIA,CENTRO,,,,59300,16,MICHOACÁN DE OCAMPO       ,69,La Piedad,1,La Piedad de Cabadas,170,26,,,,Fijo,20.34158771,-102.0198281,2019-11
7349000,PUESTO DE MIEL SIN NOMBRE,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,COAMECATE,CALLE,PARQUE NACIONAL DE URUAPAN,CALLE,CARACOL,CALLE,ESVANSONIA,782,,,,,,COLONIA,EDUARDO RUIZ,,,,58149,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,1037,20,,,,Fijo,19.72192849,-101.2190169,2019-11
2565595,PUESTO DE MIEL Y PAN INTEGRAL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,AZTECAS (RAZA AZTECA),CALLE,MAYAS (RAZA MAYA),CALLE,MIEMBROS DEL EJERCITO Y LA ARMADA,CALLE,NINGUNO,239,,,,154,154,COLONIA,LOMAS DE SANTIAGUITO,,,,58120,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,2317,23,,,,Semifijo,19.72425796,-101.1808222,2010-07
2643181,"VENTA DE CAJETA, MIEL Y MACETAS",,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,SANTOS DEGOLLADO ORIENTE,CALLE,IGNACIO MANUEL ALTAMIRANO NORTE,CALLE,MORA DEL CAÑONAZO NORTE,CALLE,MIGUEL HIDALGO ORIENTE,93,,,,,,COLONIA,CUAUHTEMOC,,,,61506,16,MICHOACÁN DE OCAMPO       ,112,Zitácuaro,1,Heróica Zitácuaro,173,5,,,,Fijo,19.43636783,-100.3511578,2014-12
2740218,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,JOSE MARIA PINO SUAREZ,CALLE,ARTICULO 123 DE LA CONSTITUCION,CALLE,ARTICULO 127 DE LA CONSTITUCION,CALLE,AQUILES SERDÁN,104,,,,,,COLONIA,CENTRO,,,,61760,16,MICHOACÁN DE OCAMPO       ,55,Múgica,1,Nueva Italia de Ruiz,372,12,,,,Fijo,19.02120738,-102.0967319,2010-07
7509332,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,LAZARO CARDENAS,AVENIDA,AHUANITZARO,CALLE,GALEANA,CALLE,AMÉRICAS,330,,,,0,,BARRIO,BARRIO SANTO SANTIAGO,,,,60490,16,MICHOACÁN DE OCAMPO       ,58,Nuevo Parangaricutiro,1,Nuevo San Juan Parangaricutiro,54,44,,,,Fijo,19.41563397,-102.1255303,2019-11
7566156,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,AVENIDA,LAZARO CARDENAS,CALLE,PASCUAL ORTIZ RUBIO,CALLE,MAURICIO SALAS,CALLE,18 DE JULIO ORIENTE,,SN,,,,,COLONIA,CENTRO,,,,60800,16,MICHOACÁN DE OCAMPO       ,14,Coahuayana,1,Coahuayana de Hidalgo,98,13,,,,Fijo,18.69534406,-103.6592735,2019-11
7560564,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,NIÑOS HEROES,CALLE,FLORES MAGON,CALLE,MONTES DE OCA,CALLE,CALTZONTZIN,0,SN,,,0,,COLONIA,GUADALUPE,,,,59517,16,MICHOACÁN DE OCAMPO       ,45,Jiquilpan,1,Jiquilpan de Juárez,56,15,,,,Fijo,20.00001051,-102.7203159,2019-11
7271727,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,DONATO ARENAS LOPEZ,CALLE,CARLOS PELLICER LOPEZ,CALLE,ALFONSO REYES,CALLE,SALVADOR NOVO,95,,,,0,,COLONIA,LAS TORRECILLAS,,,,58090,16,MICHOACÁN DE OCAMPO       ,53,Morelia,1,Morelia,2482,20,4432141386,,,Fijo,19.67036482,-101.1851164,2019-11
8607720,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,AVELLANAS,CALLE,ENCINOS,CALLE,BUGAMBILIAS,CALLE,ENCINOS,,SN,,,,,COLONIA,LOS PINITOS,,,,60998,16,MICHOACÁN DE OCAMPO       ,52,Lázaro Cárdenas,137,La Orilla,1415,16,7531546491,,,Fijo,18.00286592,-102.2394887,2019-11
8051787,VENTA DE MIEL,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,VICENTE RIVA PALACIO,CALLE,SALVADOR ALLENDE,CALLE,INGENIERO PRADO TAPIA,CALLE,LICENCIADO MARIANO ESCOBEDO,1080,,,,,,COLONIA,ANAHUAC,,,,58630,16,MICHOACÁN DE OCAMPO       ,107,Zacapu,1,Zacapu,060A,14,,,,Fijo,19.81692531,-101.7811337,2019-11
8051008,VENTA DE MIEL DE ABEJA,,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,EMILIANO ZAPATA,CALLE,GUADALUPE VICTORIA,CALLE,GENERAL ALBERTO CARDENAS,CALLE,PEDRO MORENO,251,,,,0,,COLONIA,EL DURAZNO,,,,59500,16,MICHOACÁN DE OCAMPO       ,51,Marcos Castellanos,1,San José de Gracia,53,58,3531330437,,,Fijo,19.98224287,-103.0269943,2019-11
8918937,VENTA DE MIEL DE ABEJA,MEDINA APICULTORES SC DE RL DE CV,461190,Comercio al por menor de otros alimentos,0 a 5 personas,CALLE,CUAUHTEMOC,CALLE,BENITO JUAREZ,OTRO (ESPECIFIQUE),SIN REFERENCIA,PRIVADA,NINGUNO,,SN,,,,,COLONIA,CENTRO,,,,60870,16,MICHOACÁN DE OCAMPO       ,8,Aquila,1,Aquila,264,19,3131367377,,,Fijo,18.59748696,-103.503868,2019-11
